90,13,Sue and I were supposed to have a terrific vacation， but instead， we had a terrible row over trifles and finally broke up.  ,スーと僕は過ごすはずであった・素晴らしい休暇を／しかし／その代わりに／僕たちは持った・ひどい口論を／些細なことをめぐって／そしてついには別れてしまった。 ,僕とスーはとても楽しい休暇を過ごすはずだったが，些細なことで口論になり，最後には別れてしまった。  
91,13,Besides the mortgage loan and the charges for water， gas， electricity， and so on， we are supposed to pay income and consumption tax. ,以下に加えて・担保ローンに／そして料金に／水道，ガス，電気，などの／私たちは要求される・支払うことを・所得と消費（の）税を。 ,住宅ローンや水道，ガス，電気などの料金に加えて，私たちは所得税と消費税を払わなければなりません。   
92,14,Public servants are expected to meet the needs of every citizen， regardless of their race， sex， creed， and social status. ,公的な奉仕者は要求される・満たすことを・ニーズを／全ての国民の／関係なく・彼らの人種，性別，信条，社会的な地位に（関係なく）。 ,公務員は，人種，性別，信条，社会的な地位に関係なく，全ての国民のニーズに応えることを要求されます。   
93,14,“What with one thing and another， I forgot to reserve a table for tomorrow night.  The chances are the restaurant is fully booked by now.” ,「あることやまた別のことやらで／私は忘れた／予約することを・テーブルを／明日の夜のための。見込みは／そのレストランは完全に予約されている／今頃はすでに」,「あれやこれやで結局，明日の夜のテーブルを予約し忘れたよ。おそらくレストランは今頃予約で満席だろうな」   
94,14,“Write an essay on whether or not the death penalty should be abolished.  Remember to go over your paper for spelling errors before you hand it in.” ,「書きなさい・小論文を／次に関しての・どちらなのか・死という刑罰が廃止されるべきか。覚えておきなさい／きちんと調べることを・ あなたの用紙を／綴り間違いを（探し）求めて／前に・ あなたがそれを提出する（前に）」 ,「死刑廃止の是非について小論文を書いてください。答案用紙を提出する前に綴りの間違いがないかきちんと見直すことを忘れないようにしてください」   
95,14,“What is your main priority?” “We aim to pursue our ultimate goal of equal opportunities for minorities at the expense of short-term needs.” ,「何ですか・あなた達の最も重要な優先項目は？」「私達は目指しています／追求することを・我々の最終的な目標を／平等な機会という／社会的な少数派のための／犠牲にして・短期的に必要なものを」 ,「あなた達の最優先課題は何ですか？」「我々は短期的な要求は切り捨て，最終目標である社会的少数派にとっての機会均等の実現を目指しています」
96,14,In the face of overwhelming odds， the Imperial Navy managed to win the decisive battle， thanks to the admiral's skillful tactics. ,  直面してなお・圧倒的な（低い）可能性に／その帝国の海軍はなんとか成功した／勝利することに・その勝敗を決する戦いに／おかげで・艦隊司令長官の巧みな戦術の。 ,圧倒的に不利な戦況の下，帝国海軍は艦隊司令長官の巧みな戦術によって雌雄を決する戦いに勝利を収めたのである。   
97,14,The earnest， inflexible police officer declared， “My duty is to ensure that the law is obeyed， so I am careful not to overlook any trivial offense.” ,その生真面目で融通の利かない警官は明言した／「私の任務は／確実にすることだ／以下のことを・法律が守られる（ことを）／だから／私は注意深くしている／見落とさないように・いかなる些細な法律違反も」 ,生真面目で融通の利かないその警官は明言した。「私の任務は法律が遵守されるようにすることです。ですからどんな些細な違反も見逃さないようにしています」   
98,14,In the beginning， I resolved not to give in， but in the end I yielded to his repeated requests to purchase a brand-new motorcycle. ,初めは／私は固く決意していた／屈しないことを／しかし／最終的には／私は屈した／彼によって繰り返されるお願いに／買うようにとの・新品のバイクを。 ,初めは絶対に屈しないと強く心に決めていましたが，新車のバイクを買ってくれと何度もお願いされて，最後には負けてしまいました。   
99,15,Apparently， the border incident was intended to coincide with the festival to celebrate the second anniversary of our independence. ,どうやら／その国境の事件は意図された（ようだ）／一致するように／祝祭と／祝うための・第２番目の（毎年の）記念日を／我々の独立の。 ,どうやら国境地帯で起こった事件は，我々の独立２周年記念の祝祭と重なるように画策されたようである。   
100,15,The black population gave a shriek of delight when the former prisoner became the first black person to be elected President in South Africa. ,黒人の全住民は発した・叫び声を／大喜びの／次の時に・かつての囚人がなった（時に）・初めての黒人に／選出された・大統領に／南アフリカで。 ,かつてのその囚人が南アフリカで初の黒人大統領に選出された時，全国の黒人が歓喜の叫び声を上げた。   
101,15,The weakness of the UN was revealed in yet another futile attempt to work out a peaceful solution to the regional warfare. ,弱さが／国連の／明らかにされた／次の中で・さらにもう一つの効果のない試みの／生み出そうとする・平和的な解決方法を／その地域的な戦争に対する。 ,その地域紛争に対し，またしても平和的な解決方法を見出せなかったことで，国連はその弱点を露呈した。   
102,15,I have two infants to look after.  I change their diapers and wipe off spilled food， all day long， day after day. It's so tiring that you need infinite patience. ,私はもっている・二人の幼児を／世話すべき。私は変えている・彼らのおむつを／そして拭き取っている・こぼされた食べ物を／一日中／来る日も来る日も。それはとても人を疲れさせる／次のほど・その人が必要とする（ほど）・無限の我慢強さを。 ,私には面倒を見なくてはならない幼児が二人いて，毎日毎日，朝から晩までおしめを換えたり，こぼした食べ物を拭いたりしています。それはもう無限の忍耐力が必要なほど疲れます。   
103,15,“We're going shopping in Wal-Mart.  Would you like  to join us?” “I'd love to， but the thing is， I have some urgent business to attend to.” ,「私たちは今から行きます／買い物をしに／ウォールマートで。あなたは望みますか？・我々（の行動）に加わることを」 「私は是非そうしたいです／しかし／問題なのは／私にはあるのです・至急の仕事が／対処すべき」,「今からウォールマートへ買い物に行くのだけど，君も一緒にどうかな？」「是非そうしたいところなんだけど，至急やらなければならない仕事があるのよ」   
104,15,Municipal governments are independent of central government in the selection of sites on which to build waste disposal centers. ,地方自治の統治機関は独立している／中央の政府から／選定において／用地の／すなわちその上に建設するための・ゴミ処理センターを。 ,地方自治体は，中央政府から独立して独自にゴミ処理場の建設用地を選んでいます。   
105,15,The man in black stopped to light a cigarette， pondered for a second， then turned around and began to trot in the opposite direction.  ,その男は／黒（服）を身にまとったところの／立ち止まった／火をつけるために・タバコに／（そして）じっと考えた／少しの間／（そして）次に／反転した／そして／始めた／早足で進むことを／反対の方向に。 ,黒服の男はタバコに火をつけるために立ち止まり，少しの間思案すると，今度はくるりと体の向きを変えて足早に反対方向へ歩き始めた。   
106,16,The chemistry teacher took great pains to illustrate the meaning of the complicated formula by using a diagram and laboratory apparatus. ,その化学の教師は取った・大きな努力を／具体的に説明するために・意味を／その複雑な公式の／使うことによって・図表と実験器具を。 ,その化学の教師は図表と実験器具を使い，その複雑な公式の意味を一生懸命に説明した。   
107,16,The traveler dozed off on a bench in the tranquil square. After a while， he woke up to find that his luggage had vanished without a trace. ,その旅行者はうとうとと眠った／ベンチで／その平穏な広場の中の。しばらくして／彼は目覚めた／そして知った／次のことを・自分の荷物が消えてしまっている（ことを）／跡形なく。 ,その旅行者はのどかな広場のベンチでうとうとと居眠りをし，しばらくして目を覚ました時には彼の荷物が跡形もなく消え去っていた。   
108,16,Longevity runs in my family: my great grandfather lived to be 102， my grandfather is still active for a man approaching 90， and I have never fallen ill. ,長寿が流れている／私の家系に／／私の曾祖父は生きた／結果として102歳になるまで／／私の祖父は今でも活動的である／男にしては／近づきつつある・ 90に／／そして私は今までに一度もなったことがない・病気に。 ,うちは長寿の家系です。曾祖父は102歳まで生きましたし，祖父はまもなく90歳という年齢の割には活動的ですし，私もまた今までに病気一つしたことがありません。   
109,16,The locally organized rescue party set off at dawn in search of the missing hikers， only to come back empty-handed at dusk. ,その，現地において組織された救助隊は出発した／明け方に／探し求めて・その行方不明中のハイカー達を／その結果，ただ戻ってきただけであった／手ぶらで／夕暮れに。 ,行方不明中のハイカー達を捜索するため，現地で組織された救助隊が夜明けと共に出発したが，何の成果も得られずに夕暮れ時に戻ってきた。   
110,16,“Sorry to interrupt， but we're now discussing what it takes to curb tax evasion.  Please confine your statements to the subject in question.” ,「すみません／さえぎって／ですが／我々は今議論しています／何をそれが必要とするかを／（それとは）抑制することです・税金逃れを。どうか限定してください・あなた達の発言を／テーマに／現在問題となっている」,「お話の途中すみませんが，今の議題は脱税を抑制するには何が必要かということです。発言は議論のテーマから外れないようにお願いします」   
111,16,Chris was awfully upset to learn that his wife had passed away， yet he was courageous enough not to exhibit his grief in our presence. ,クリスはひどく動揺していた／知って／次のことを・自分の妻が（その時以前に）亡くなったことを／しかし／彼は気丈であった／次のほど（十分に）／表に出さない（ほど）・自分の悲しみを／我々のいるところで。 ,自分の妻が亡くなったことを知り，クリスはひどく動揺していたが，気丈にも我々の前では悲しみを見せなかった。   
112,16,I keep in touch with a distant relative who runs a pawnshop. He said he was very fortunate to acquire a valuable china ornament for next to nothing. ,私は連絡を取り合っている／遠い親戚と／すなわちその人は経営している・質屋を。彼は言った／自分はとても幸運だと／手に入れて・ 高価な陶磁器の装飾品を／ほとんど無料で。 ,私は質屋を経営する遠い親戚と連絡を取り合っているが，彼は幸運にも高価な磁器の装飾品をただ同然で手に入れることができたと話していた。   
113,17,“It's up to you， Tim.  You are responsible for the puppy and the kitten.  I'm too busy to take care of them， OK?”  “Sure. You can count on me.” ,「それは君にゆだねられている／ティム。君は責任がある／その子犬とその子猫に対し。私は忙しすぎる／それらを世話するには／わかった？」「もちろん。あなたは僕を当てにできる」 ,「あなたに任せたわよ，ティム。あなたが子犬と子猫の責任をもつのよ。私は忙しくて面倒を見れないからね。いいわね」「もちろん。僕に任せといて」   
114,17,Puffing and panting， Joe groaned， “Could you slow down a bit?  I'm out of breath， and I can't run fast enough to keep up with you.”,ふうふうと息をしながらそしてゼイゼイとあえぎながら／ジョーはうめいた／「ペースを落としてもらえますか／少し。私は息が切れている／そして私は走れない／速く／次のほど十分に／遅れずについていく（ほど）／君に」,はあはあぜいぜいしながらジョーはうめいた。「少しペースを落としてくれないか。息切れしちゃって。君についていけるほど速くは走れないんだ」   
115,17,“What's keeping you?  I'm very anxious to get there on time.  The tickets will be sold out soon.”  “I can't decide which sweater I should wear.” ,「何が君を引き留めているの？ 私は切望している／そこへ着くことを／時間通りに。チケットは売り切れる／すぐに」「私は決められない／どのセーターを私が身につけるべきか」 ,「何をぐずぐずしてるんだい？  時間通りに向こうに着きたいんだけどな。チケットはすぐに売り切れちゃうんだよ」「どのセーターがいいか決めかねてるのよ」   
116,17,Little by little， the housewife grew weary of doing monotonous household chores and was eager to seek something more stimulating.  ,少しずつ／その主婦はなった・飽きた状態に／行うことが・単調な家の雑用を／そして強く願っていた／見つけることを・何かを／もっと（自分を）刺激してくれるような。 ,その主婦は単調な家事に徐々に嫌気がさし，もっと刺激的なことを見つけたいと強く願っていた。   
117,17,“He is easy to offend and impossible to please. He is rather difficult to get along with， to say the least.” “A good boss is hard to come by.” ,「彼は簡単だ／気分を損なわせるのが／そして不可能だ／喜ばせるのが。彼はかなり難しい／一緒にやっていくのが／控えめに言っても」 「よい上司は難しい／得るのが」,「あの人はすぐに気分を害するし，それに絶対に満足してくれない。控えめな言い方をしても，かなり付き合いにくい人だよ」「いい上司に当たるのって難しいよね」   
118,17,“How do you like this condo?” “To be honest， it leaves a lot to be desired.  The price is relatively high， and what's more， it's badly located.” ,「どのように，あなたは気に入っていますか・このマンションが」「正直言うと／それは残している・たくさんのことを／要望されるべき。その値段は比較的高い／その上さらに／それは悪く設置されている」 ,「このマンション，いかがですか？」「正直言って，かなり不満なところがありますね。値段が割と高めだし，その上，立地が悪いですね」   
119,17,“Do you think of me as a nobody?  To tell you the truth， I'm sick and tired of just serving tea， answering the phone， photocopying and so forth， day in， day out.” ,「あなたは私を見なしているのか／取るに足りない人間として。言うと・あなたに・本当のことを／私は飽き飽きしている／単に給仕することに・お茶を／応対することに・電話に／コピーを取ることに／そしてその他のことに／来る日も来る日も」 ,「私は取るに足りない人間だというわけですか？  毎日毎日，お茶を出したり，電話の応対をしたり，コピーを取ったりとかの繰り返し... 正直言って，もう飽き飽きです」   
120,18,That secretary is proud， among other things， of her remarkable linguistic ability. She speaks Spanish and Italian fluently， to say nothing of English. ,その秘書は誇らしく思っている／いろいろあるが中でも特に／自分の際立った言語の能力を。彼女は話す・スペイン語とイタリア語を／流ちょうに／言うまでもなく・英語は。 ,その秘書は，英語はもちろん，スペイン語もイタリア語も流ちょうに話せるという自分の卓越した言語能力を特に誇らしく思っている。   
121,18,At the time， dense fog restricted visibility to ten meters， so motorists couldn't even make out traffic lights， not to mention road signs. ,当時は／濃い霧が制限していた・ 視界を／10メートルまで／だから／自動車の運転者達は見分けることさえできなかった・交通信号を／言うまでもなく・道路標識は。 ,当時は濃霧の影響で視界が10メートルまで落ちており，ドライバー達は，道路標識はもとより，信号の色さえ見分けがつかない状態だった。   
122,18,The smugglers are alleged to have earned no less than 300，000 dollars per person from the forbidden sale of ivory and lumber.  ,その密輸者達は称されている／（以前に）稼いだと・30万ドルも／一人当たり／禁じられている販売から／象牙と木材の。 ,密輸者達は禁止されている象牙と木材の販売で，一人当たり30万ドルもの金を稼いだとされる。   
123,18,I heard the malicious rumor was circulated by a former employee who is said to have held a grudge against the employer for dismissing him. ,私は耳にした／（次のことを）その悪意ある噂が広められたと／かつての従業員によって／すなわちその人は言われている・抱いていたと・恨みを／雇用者に対し／自分を解雇したので。 ,私が聞いたところによると，その悪意ある噂は，自分を解雇したことに対して雇用者を恨んでいたという元従業員が広めたのだそうです。   
124,18,The psychiatrist said， “His mental illness seems to have been induced by the long-term stress of dealing exclusively with customers' complaints.” ,その精神科医は言った／「彼の精神の病気は思われる・引き起こされたと／長期のストレスによって／対処するという／もっぱら／客の苦情に」 ,「彼の心の病は，長期間に渡って顧客の苦情処理だけを行っていたことによるストレスが原因のようです」と精神科医は言った。   
125,18,Preserving our cultural heritage is of utmost importance. Likewise， it is most important to hand down our traditional values from generation to generation. ,保護することは・我々の文化的遺産を・この上ない重要性がある。同様に／それは極めて大切だ／受け渡すことは・我々の伝統的な価値観を／世代から世代へと。 ,文化的遺産を守っていくことは極めて重要です。同様に，伝統的な価値観を後の世代に伝えていくことも極めて大切です。   
126,18,“Would you mind lending me some money?  I'm short of cash.” “You already owe me 80 bucks.  This time you will pay it back with interest.” ,「あなたは差し支えがあるでしょうか・貸すことに・私に・いくらかのお金を。私は不足しています・現金が」「あなたはすでに借りている・私に・80ドルを。今回は／あなたはそれを返済することになります／利子と共に」,「いくらか貸してもらっていいかな。手持ちの金が不足してるんだ」「まだあなたに貸した80ドル返してもらってないわよ。今回は利子を付けて返してもらいますからね」   
127,19,He made a solemn vow to give up gambling， but before long he violated that pledge， and I will not put up with him any longer. ,彼は行った・固い誓いを／やめるという・ギャンブルをすることを／しかし／間もなく／彼は破った・その誓いを／そして私は彼に我慢するつもりはない／これ以上は。 ,彼はギャンブルをやめると固く誓いましたが，ほどなくその誓いを破りました。それで私はもう彼に対してこれ以上の我慢はしません。   
128,19,This is what I did to lose weight.  First， I took up swimming， and second， I avoided eating between meals， and lastly， I cut down on high-calorie foods. ,これは以下です／何を私が行ったか（→私が行ったこと）／減らすために・体重を。一番目に／私は始めました・ 泳ぐことを／そして二番目に／私は避けました・ 食べることを／食事の間に／そして最後に／私は減らしました・ カロリーの高い食べ物を。 ,これは私が体重を減らすために行ったことですが，まず最初に水泳を始めて，次に間食を避け，最後にカロリーの高い食べ物の量を減らしました。   
129,19,The ambitious general conquered the kingdom and ascended the throne; the monarch escaped being executed but was banished for life. ,その野心的な将軍は征服した・その王国を／そして登った・王位に／／その君主は免れた・処刑されることを／しかし／追放された／一生涯。 ,野心家の将軍は王国を征服し王位に就いた。君主は処刑を免れたが，国外に永久追放された。  
130,19,I can't help thinking she isn't fit for a teaching job. It is true her English is excellent， but when it comes to teaching， she is a little too self-righteous. ,私は避けることができない・思うことを／彼女が向いてはいないと／教える仕事に。それは事実である／彼女の英語が非常に優れているのは／しかし／話が及ぶと・教えることに／彼女は少し独善的すぎる。 ,彼女は教える仕事には向いてないと思わざるを得ません。英語力は確かに素晴らしいのですが，教えるということになると彼女は少し独善的過ぎるのです。   
131,19,Originally， the suspect denied ever being involved in conspiracy to murder， but afterward conscience compelled him to admit it. ,当初は／その容疑者は否認した・全くもって・かかわっていたことを・共謀に／殺人に対する／しかし／後になって／良心が彼に余儀なくさせた／それを認めることを。 ,その容疑者は当初，共謀殺人への関与を全面的に否定していたが，後になって良心の呵責（かしゃく）から関与を認めた。   
132,19,“She is such a calm， refined lady that I can't possibly imagine her using such foul， vulgar language.” “I guess she was temporarily insane.” ,「彼女はとても落ち着いていて上品な女性です／次のほど・私がとても想像できない（ほど）・彼女が用いることを・そのような汚い，下品なことばを」「私は推測する／彼女は一時的に正気ではなかったのだと」 ,「あの方は冷静で上品な女性ですから，そんな汚らしい下品なことばを使うなんて想像できません」「おそらく一時的に頭がおかしくなっていたのでしょう」   
133,19,“You can't take advantage of your position as a woman now.  I remember your objecting to being treated as one.” “I don't remember saying that!” ,「君は利用できない・自分の立場を／女性としての／今になって。私は覚えている・君が異議を唱えたことを／扱われることに／女性として」「私は覚えていない・それを言ったことを」 ,「今さら女性という立場を利用しようとしてもだめだよ。君は女性として扱われることに異議を唱えていたはずだ」「そんなことを言った覚えはありません」   
134,20,I'll never forget feeling so nervous on that job interview. While waiting my turn， I was so tense I could feel my heart beating in my throat.  ,私は（今後）決して忘れない・気持ちであったことを・とても緊張した／あの仕事の面接で。間に・待っている（間に）・自分の順番を／私はとても緊張していた／私が感じることができるほど・自分の心臓が・繰り返し打っているのを／自分の喉の部分で。 ,あの面接試験での緊張感は一生忘れませんね。順番を待っている間，緊張で心臓が口から飛び出しそうでしたよ。   
135,20,I ran out of patience and told him， “You are not too particular about what you wear， so why don't you try wearing a different tie for a change?” ,私はなった・辛抱が切れた状態に／そして彼に言った／「あなたはあまり好みがうるさくはない／あなたが身につけるものについて／／だから／試してみてはいかがですか・身につけることを・異なるネクタイを／変化をつけるために」 ,私は我慢できなくなって彼に言った。「あなたって身につける物については少々無頓着ね。たまにはちょっと違うネクタイを着けてみたらどう？」   
136,20,After reviewing our present mode of operation， the consultant pointed out that it needed modifying to reflect the conditions facing us.  ,後に・調べた（後に）・我々の現在の方法を／運営の／そのコンサルタントは指摘した／次のことを・それ（＝我々のやり方）は必要であると・修正することが／反映するように・状況を／私達の目の前にある。 ,コンサルタントは我々の現在の運営方法を調べた後，我々が直面する現状に合うように運営の仕方を修正する必要があると指摘した。   
137,20,The respected physicist emphasized the necessity of increasing the quality of science education in primary and secondary schools. ,その尊敬されている物理学者は強調した・必要性を／高めることの・質を／科学教育の／初等と中等の学校における。 ,尊敬を集めるその物理学者は，初等学校と中等学校において科学教育の質を高める必要があると力説した。   
138,20,Kate insisted on giving me English lessons in exchange for my teaching her the art of flower arrangement and the rituals of the tea ceremony. ,ケイトは強く求めた／与えることを・私に・英語のレッスンを／交換に・私が教えることと・彼女に・芸術を／花のアレンジの／また作法を／茶の儀式の。 ,ケイトは，私が彼女に生け花と茶道を教えて，それと引き換えに彼女が私に英語のレッスンを行うということにしよう，と強くせがんだ。   
139,20,Instead of responding submissively to our reproach， he came up with an elaborate， contradictory excuse to justify his conduct.  ,代わりに・応じることの／服従的に／我々の非難に／彼は考え出した・複雑で矛盾した言い訳を／正当化するための・自分の行いを。 ,彼は，我々の非難に対して素直に応じることなく，自分の行いを正当化するために複雑で矛盾した言い訳を行った。   
140,20,“I'm not accustomed to handling such delicate cases， so I don't know if I can carry on with this.” “Don't worry.  Sooner or later you'll get used to it.” ,「私は慣れていない・扱うことに・そんな繊細な問題を／だから／私はわからない／私が続けられるかどうか／これを」「心配するな。早かれ遅かれ／君はそれに慣れる」,「このような繊細な問題を扱うことには慣れていませんので，私にこれが続けられるかどうかわかりません」「心配しなくて大丈夫。そのうち慣れるから」   
141,21,In addition to being a noted philosopher， Professor Scott is a distinguished authority on Greek legends， folk tales， myths， and fables. ,加えて・有名な哲学者であることに／スコット教授は著名な権威である／以下に関しての・ギリシャの伝説と民話と神話と寓話に（関しての）。 ,スコット教授は有名な哲学者であると同時に，ギリシャの伝説，民話，神話，寓話の権威者としても名高い。   
142,21,When he contemplated committing suicide， he was in the depths of despair at the prospect of never regaining his reputation again. ,次の時・彼が考えていた（時）・行うことを・自殺を／／彼はいた／どん底に／絶望の／見通しのもとで／決して取り戻せないという・自分に対する良い評価を／再び。 ,自殺を考えていた当時の彼は，失った信用を二度と回復できないと考え絶望の淵にあった。   
143,21,The papers denounced the premier for not having taken any effective measures to help reverse the gradual decline in people's standard of living. ,それらの新聞は厳しく批判した・首相を／（それまでに）取っていないことが理由で・いかなる有効な方策も／助けるための・逆転させるのを・徐々の下落を／人々の水準の／生活の。 ,新聞各紙は，国民の生活水準が徐々に低下しているにもかかわらず，それを上昇に転じさせるための方策を取っていないことに対し，首相を厳しく批判した。   
144,21,A sightseeing bus pulled up in front of the railroad station， picked up dozens of tourists， and pulled out into heavy traffic.  ,一台の観光バスが止まった／前に・その鉄道駅の／（そして）乗せた・たくさんの観光客を／そして発車した／量の多い乗物の流れの中へと。 ,観光バスが駅の前に止まり，たくさんの観光客を乗せて渋滞の流れの中へと出ていった。   
145,21,In the exciting adventure game， the player starts in neutral territory， penetrates the floating castle， and hunts for the hidden treasures. ,その人をわくわくさせる冒険ゲームの中では／（ゲームの）プレーヤーは出発する／中立の領土で／そして潜入する・その浮いている城に／そして探す／隠された財宝を求めて。 ,そのわくわくドキドキの冒険ゲームは，プレーヤーが中立の領土からスタートし，浮城に潜入して秘宝を探し当てるというものだ。   
146,21,I had a terrifying nightmare: one ugly monster after another emerged from the bushes and my legs were trapped in mud. ,私は見た・人を怯えさせるような悪夢を／／一つの醜い怪物が／別のものの後に／姿を現した／それらの低木から／そして私の脚はとらえられていた／泥の中に。 ,私はとても怖い夢を見た。醜い化け物が茂みから次々と現れ，私は脚をぬかるみに取られて身動きできないのだった。   
147,21,An investigating committee was hastily set up to look into the election fraud involving the governor and his closest aides. ,一つの調査委員会が急いで設立された／調査するために・その選挙不正行為を／巻き込んだ・知事とその最も緊密な補佐官達を。 ,知事とその側近がかかわった選挙不正を調査するため，急きょ調査委員会が設置された。   
148,22,The competent principal hit upon a novel and sensible approach to the perpetual problem confronting his elementary school. ,その有能な校長は思いついた・斬新で理にかなった対処法を／その永続的な問題への／立ちはだかる・彼の小学校に。 ,その有能な校長は，自分の小学校に絶えず付きまとう問題に対して，斬新で理にかなった対処法を思いついた。   
149,22,Lawmakers have just started deliberating the new legislation banning the possession of firearms.  There is still a long way to go before it is implemented. ,立法者達は今しがた始めたばかりだ・審議することを・その新しい法律を／禁じる（法律を）・所有を／銃の。まだ長い道のりがある／進むべき／前に・それが実施される（前に）。 ,議員達は，銃の所有を禁止する新法の審議をまだ始めたばかりで，それが実施されるまでにはまだ長い道のりがある。   
150,22,Our point of view regarding conservation is entirely different from that of Americans. However， they tend to think we have the same perspective as they do. ,我々の観点は／関しての・環境保護に／完全に異なる・それとは／アメリカ人の。しかしながら／彼らは傾向がある・考える／私達がもっていると・同じ観点を／彼らがもっているのと。 ,環境保護に対する我々の観点はアメリカ人とは全く異なる。しかし彼らは我々の観点が自分達と同じであると考えがちだ。   
151,22,The casual remark the mayor made concerning ethnic minorities provoked a lot of dismay， outrage， and criticism from all sides. ,その何気ない発言は／（すなわちそれを）その市長が行ったのだが／関して・民族的な少数集団に（関して）／引き起こした・たくさんのショックと激怒と批判を／あらゆる方面から。 ,少数民族に関する市長の何気ない発言は，あらゆる方面において大きなショックと激怒と批判を巻き起こした。   
152,22,The historian said， “These funny satires were inspired by the hypocrisy of the detested dictator who pretended that everything was in order.” ,その歴史家は言った／「これらのおかしな風刺は触発された／偽善によって／ひどく嫌われた独裁者の／すなわちその人は装っていた／次のことを・全てが整然として秩序があると」 ,その歴史家は「このようなこっけいな風刺は，万事がうまく行っているとうそぶく忌み嫌われた独裁者の偽善が生んだものです」と述べた。   
153,22,The principal focus of the newly introduced educational program is on cultivating and developing pupils' mental and critical faculties. ,主要な焦点は／その新しく導入された教育のプログラムの／ある／上に・育むことと発達させることの（上に）・生徒達の知的なそして批判の能力を。 ,新しく導入された教育プログラムは，生徒の知的能力と批判力を育み伸ばすことに主眼が置かれている。   
154,22,It seemed likely that the waste buried in the drained swamps would contaminate the soil， but that information was withheld from area residents.  ,それは思われた・可能性が高いと／次のことは・廃棄物が／埋められたところの／排水された沼地に／汚染するという・土壌を／しかし／その情報は与えずにおかれた／地域住民に。 ,排水された沼地に埋められた廃棄物が土壌を汚染する可能性は高いと思われたが，そのことは地域住民には知らされていなかった。   
155,23,This military base accommodates various facilities including two separate underground silos designed to withstand any nuclear attacks. ,この軍事用の基地は収容している・さまざまな施設を／以下を含む・二つの分離した地下のミサイル格納庫を（含む）／意図して作られたところの／耐えるように・いかなる核攻撃にも。 ,この軍事基地には様々な施設があり，その中にはどんな核攻撃にも耐えるよう作られた地下のミサイル格納庫が離れた場所に２つ存在する。 
156,23,Here are examples of arithmetic calculations: Two point five multiplied by four equals ten; seven divided by three is two with a remainder of one.  ,ここにある・例が／算数の計算の／／2.5は／掛けられたところの／4によって／イコール10である／／7は／割られたところの／3によって／2である／残りを伴って／1という。,ここに算数計算の例があります。2.5掛ける4は10。7割る3は2，余り1。   
157,23,Similarly， fallen tax revenue resulted in a cut in public expenditure， which in turn caused great hardship for the construction industry. ,同様に／落ちてしまった税（の）歳入は結果としてつながった／削減（という状態）に／公共の支出における／そしてそれは／次に／もたらした・大きな苦難を／建設産業にとって。 ,同様に，税収の落ち込みは公共部門の歳出削減につながり，それが今度は建設業界に大きな苦境をもたらしたのです。   
158,23,Developed countries imposed sanctions， mostly import restrictions， on Iraq for invading and occupying its affluent neighbor. ,すでに発展し終えている国々は課した・制裁を／主として輸入の制限を／イラクに／理由で・侵攻しそして占領したことが（理由で）・その（＝イラクの）豊かな隣国を。 ,イラクがその裕福な隣国に侵攻して占領を行ったことに対し，先進国はイラクに輸入制限を柱とする経済制裁を課した。   
159,23,Looking back on days gone by， Kenny said， “This is where I hung out a lot.  These photos remind me of the joys and sorrows of my adolescence.” ,振り返りながら／日々を／過ぎ去ったところの／ケニーは言った／「ここは／場所だ・私が入り浸っていた／多く。これらの写真は私に思い出させる／喜びと悲しみを／私の思春期の」 ,過ぎ去った日々を振り返りながらケニーは言った。「ここは私がしょっちゅう入り浸っていた所ですよ。これらの写真を見ると青春時代の悲喜こもごもを思い出しますね」   
160,23,It was a dream come true.  After many years of endeavor， the hard-working engineers invented an epoch-making electronic device. ,それは夢だった／実現したところの。後・たくさんの年の（後）／努力の／その勤勉な技術者達は発明した・一つの画期的な電子の装置を。 ,それはまさに夢の実現であった。長年に渡る努力の末に，勤勉な技術者達は画期的な 電子装置を発明したのである。   
161,23,I'm having a hard time talking them out of fighting a custody battle.  Neither of them is willing to part with their five-year-old son.  ,私は今経験している・苦労を／彼らにやめるよう説得するのに・戦うことを・養育権の戦いを。どちらもない／彼らの／意志が・手放そうという・彼らの５歳の息子を。 ,彼らに養育権争いをやめさせるのには苦労しています。二人とも５歳の息子を手放そうとしないのです。   
162,24,The humble priest spent the rest of his life caring for the poor， the sick， and the disabled in a number of developing countries. ,そのつつましい聖職者は費やした・残りを／彼の人生の／世話をして・貧しい人達や病気の人達や体の自由を奪われた人達の／次の中で・幾つかの発展途上にある国々（の中で）。 ,そのつつましい聖職者はいくつかの発展途上国で貧者や病人や身体障害者の世話をして余生を過ごした。   
163,24,Whistling his favorite theme tune， the stout man took off his underwear， wrapped a towel around his waist， and got into the sauna. ,口笛で吹きながら・自分が一番好きなテーマ曲を／そのずんぐりした男は脱いだ・自分の下着を／そして巻き付けた・タオルを／自分の腰の周りに／そして至った・そのサウナの中に。 ,そのずんぐりとした男は，お気に入りのテーマ曲を口笛で吹きながら，下着を脱ぎ，タオルを腰に巻いてサウナに入っていった。   
164,24,Leaving their children behind by themselves， they traveled on foot to the Mediterranean coast and headed by sea for their native land. ,残して・自分達の子供達を／背後に／彼ら（＝子供達）だけで／彼らは移動した／徒歩で／地中海沿岸まで／そして向かった／海路で／自分達の出生の土地へと。 ,彼らは子供達を後に残し，地中海沿岸まで歩いてたどり着き，そこから海路で生まれ故郷へと向かった。   
